,user id,test group,converted,step1,step2,step3,step4,step5
97,1311611,a,TRUE,1,1,1,1,1
98,1426144,a,TRUE,1,1,1,1,1
99,1550138,a,TRUE,1,1,1,1,1
100,1142414,a,TRUE,1,1,1,1,1
101,1437991,a,TRUE,1,1,1,1,1
102,1021483,a,TRUE,1,1,1,1,1
103,1049936,a,TRUE,1,1,1,1,1
104,1021529,a,TRUE,1,1,1,1,1
105,1562039,a,TRUE,1,1,1,1,1
106,1471753,a,TRUE,1,1,1,1,1
107,1389878,a,TRUE,1,1,1,1,1
108,1454785,a,TRUE,1,1,1,1,1
109,1027875,a,FALSE,1,1,0,0,0
110,1168468,a,FALSE,1,1,0,0,0
111,1031452,a,FALSE,1,1,0,0,0
112,1519525,a,FALSE,1,1,0,0,0
113,1519350,a,FALSE,1,1,0,0,0
114,1408016,a,FALSE,1,1,0,0,0
115,1470226,a,FALSE,1,1,0,0,0
116,1003299,a,FALSE,1,1,0,0,0
117,1598132,a,FALSE,1,1,0,0,0
118,1086334,a,FALSE,1,1,0,0,0
119,1091862,a,FALSE,1,1,0,0,0
120,1228652,a,FALSE,1,1,0,0,0
121,1475989,a,FALSE,1,1,0,0,0
122,1189879,a,FALSE,1,1,0,0,0
123,1098032,a,FALSE,1,1,0,0,0
124,1074765,a,FALSE,1,1,0,0,0
125,1633782,a,FALSE,1,1,0,0,0
126,1431498,a,FALSE,1,1,0,0,0
127,1482863,a,FALSE,1,1,0,0,0
128,1486607,a,FALSE,1,1,0,0,0
129,1642676,a,FALSE,1,1,0,0,0
130,1519734,a,FALSE,1,1,0,0,0
131,1137335,a,FALSE,1,1,0,0,0
132,1018121,a,FALSE,1,1,0,0,0
133,1549368,a,FALSE,1,1,0,0,0
134,1561455,a,FALSE,1,1,0,0,0
135,1241733,a,FALSE,1,1,0,0,0
136,1416484,a,FALSE,1,1,0,0,0
137,1434278,a,FALSE,1,1,0,0,0
138,1039350,a,FALSE,1,1,0,0,0
139,1402231,a,FALSE,1,1,0,0,0
140,901904,b,TRUE,1,1,1,1,1
141,1199156,a,FALSE,1,1,0,0,0
142,1550174,a,FALSE,1,1,0,0,0
143,1246432,a,FALSE,1,1,0,0,0
144,1113317,a,FALSE,1,1,0,0,0
145,1465327,a,FALSE,1,1,0,0,0
146,1487048,a,FALSE,1,1,0,0,0
147,1053010,a,FALSE,1,1,0,0,0
148,1499538,a,FALSE,1,1,0,0,0
149,1245336,a,FALSE,1,1,0,0,0
150,1613570,a,FALSE,1,1,0,0,0
151,1036102,a,FALSE,1,1,0,0,0
152,1426913,a,FALSE,1,1,0,0,0
153,1350773,a,FALSE,1,1,0,0,0
154,1218677,a,FALSE,1,1,0,0,0
155,1137456,a,FALSE,1,1,0,0,0
156,1317436,a,FALSE,1,1,0,0,0
157,902234,b,TRUE,1,1,1,1,1
158,1586577,a,FALSE,1,1,0,0,0
159,1443808,a,FALSE,1,1,0,0,0
160,1563006,a,FALSE,1,1,0,0,0
161,1536028,a,FALSE,1,1,0,0,0
162,1227125,a,FALSE,1,1,0,0,0
163,1583256,a,FALSE,1,1,0,0,0
164,1015813,a,FALSE,1,1,0,0,0
165,1014470,a,FALSE,1,1,0,0,0
166,1069030,a,FALSE,1,1,0,0,0
167,906079,b,TRUE,1,1,1,1,1
168,1637415,a,FALSE,1,1,0,0,0
169,1134328,a,FALSE,1,1,0,0,0
170,1075708,a,FALSE,1,1,0,0,0
171,1088553,a,FALSE,1,1,0,0,0
172,1437651,a,FALSE,1,1,0,0,0
173,1564291,a,FALSE,1,1,0,0,0
174,1315227,a,FALSE,1,1,0,0,0
175,1108047,a,FALSE,1,1,0,0,0
176,1356436,a,FALSE,1,1,0,0,0
177,1015496,a,FALSE,1,1,0,0,0
178,1204864,a,FALSE,1,1,0,0,0
179,1247582,a,FALSE,1,1,0,0,0
180,1416094,a,FALSE,1,1,0,0,0
181,1462357,a,FALSE,1,1,0,0,0
182,1401719,a,FALSE,1,1,0,0,0
183,1623828,a,FALSE,1,1,0,0,0
184,1295460,a,FALSE,1,1,0,0,0
185,1204725,a,FALSE,1,1,0,0,0
186,1354016,a,FALSE,1,1,0,0,0
187,1535178,a,FALSE,1,1,0,0,0
188,1399235,a,FALSE,1,1,0,0,0
189,1358322,a,FALSE,1,1,0,0,0
190,1056345,a,FALSE,1,1,0,0,0
191,1056569,a,FALSE,1,1,0,0,0
192,1490051,a,FALSE,1,1,0,0,0
193,1582055,a,FALSE,1,1,0,0,0
194,1089523,a,FALSE,1,1,0,0,0
195,1165625,a,FALSE,1,1,0,0,0
196,1210120,a,FALSE,1,1,0,0,0
197,1051625,a,FALSE,1,1,0,0,0
198,1441716,a,FALSE,1,1,0,0,0
199,1543774,a,FALSE,1,1,0,0,0
200,1058604,a,FALSE,1,1,0,0,0
201,1120706,a,FALSE,1,1,0,0,0
202,1622092,a,FALSE,1,1,0,0,0
203,912103,b,TRUE,1,1,1,1,1
204,1518884,a,FALSE,1,1,0,0,0
205,909288,b,TRUE,1,1,1,1,1
206,1342087,a,FALSE,1,1,0,0,0
207,1245500,a,FALSE,1,1,0,0,0
208,1383923,a,FALSE,1,1,0,0,0
209,1158875,a,FALSE,1,1,0,0,0
210,914634,b,TRUE,1,1,1,1,1
211,1411061,a,FALSE,1,1,0,0,0
212,1555915,a,FALSE,1,1,0,0,0
213,1144427,a,FALSE,1,1,0,0,0
214,1426711,a,FALSE,1,1,0,0,0
215,903660,b,TRUE,1,1,1,1,1
216,1146837,a,FALSE,1,1,0,0,0
217,1316051,a,FALSE,1,1,0,0,0
218,1549371,a,FALSE,1,1,0,0,0
219,1512110,a,FALSE,1,1,0,0,0
220,1426764,a,FALSE,1,1,0,0,0
221,1290123,a,FALSE,1,1,0,0,0
222,1233662,a,FALSE,1,1,0,0,0
223,1616476,a,FALSE,1,1,0,0,0
224,1205042,a,FALSE,1,1,0,0,0
225,1135013,a,FALSE,1,1,0,0,0
226,1443041,a,FALSE,1,1,0,0,0
227,1015462,a,FALSE,1,1,0,0,0
228,1308245,a,FALSE,1,1,0,0,0
229,1507250,a,FALSE,1,1,0,0,0
230,1227562,a,FALSE,1,1,0,0,0
231,1089206,a,FALSE,1,1,0,0,0
232,1367058,a,FALSE,1,1,0,0,0
233,1579280,a,FALSE,1,1,0,0,0
234,1450412,a,FALSE,1,1,0,0,0
235,1573408,a,FALSE,1,1,0,0,0
236,1347695,a,FALSE,1,1,0,0,0
237,1149991,a,FALSE,1,1,0,0,0
238,1129130,a,FALSE,1,1,0,0,0
239,1249023,a,FALSE,1,1,0,0,0
240,1471763,a,FALSE,1,1,0,0,0
241,1075715,a,FALSE,1,1,0,0,0
242,920232,b,TRUE,1,1,1,1,1
243,1411066,a,FALSE,1,1,0,0,0
244,1598686,a,FALSE,1,1,0,0,0
245,907603,b,TRUE,1,1,1,1,1
246,1075721,a,FALSE,1,1,0,0,0
247,1084761,a,FALSE,1,1,0,0,0
248,1583173,a,FALSE,1,1,0,0,0
249,1527517,a,FALSE,1,1,0,0,0
250,1375507,a,FALSE,1,1,0,0,0
251,1527107,a,FALSE,1,1,0,0,0
252,1295018,a,FALSE,1,1,0,0,0
253,1279836,a,FALSE,1,1,0,0,0
254,1300455,a,FALSE,1,1,0,0,0
255,1288252,a,FALSE,1,1,0,0,0
256,1095111,a,FALSE,1,1,0,0,0
257,1606205,a,FALSE,1,1,0,0,0
258,904323,b,TRUE,1,1,1,1,1
259,1492467,a,FALSE,1,1,0,0,0
260,1349006,a,FALSE,1,1,0,0,0
261,1275047,a,FALSE,1,1,0,0,0
262,1286714,a,FALSE,1,1,0,0,0
263,1440479,a,FALSE,1,1,0,0,0
264,1527350,a,FALSE,1,1,0,0,0
265,1468158,a,FALSE,1,1,0,0,0
266,1144069,a,FALSE,1,1,0,0,0
267,910192,b,TRUE,1,1,1,1,1
268,1247204,a,FALSE,1,1,0,0,0
269,1073813,a,FALSE,1,1,0,0,0
270,1108009,a,FALSE,1,1,0,0,0
271,1035169,a,FALSE,1,1,0,0,0
272,1187236,a,FALSE,1,1,0,0,0
273,1225102,a,FALSE,1,1,0,0,0
274,1188973,a,FALSE,1,1,0,0,0
275,1240660,a,FALSE,1,1,0,0,0
276,1241946,a,FALSE,1,1,0,0,0
277,1563939,a,FALSE,1,1,0,0,0
278,1408686,a,FALSE,1,1,0,0,0
279,1330024,a,FALSE,1,1,0,0,0
280,1350238,a,FALSE,1,1,0,0,0
281,1376118,a,FALSE,1,1,0,0,0
282,1504969,a,FALSE,1,1,0,0,0
283,1192762,a,FALSE,1,1,0,0,0
284,1311563,a,FALSE,1,1,0,0,0
285,1654283,a,FALSE,1,1,0,0,0
286,909708,b,TRUE,1,1,1,1,1
287,1142402,a,FALSE,1,1,0,0,0
288,1268509,a,FALSE,1,1,0,0,0
289,1634099,a,FALSE,1,1,0,0,0
290,1035068,a,FALSE,1,1,0,0,0
291,1365964,a,FALSE,1,1,0,0,0
292,1349926,a,FALSE,1,1,0,0,0
293,1226812,a,FALSE,1,1,0,0,0
294,1015566,a,FALSE,1,1,0,0,0
295,1414590,a,FALSE,1,1,0,0,0
296,1331546,a,FALSE,1,1,0,0,0
297,1575474,a,FALSE,1,1,0,0,0
298,1399761,a,FALSE,1,1,0,0,0
299,1021458,a,FALSE,1,1,0,0,0
300,1274753,a,FALSE,1,1,0,0,0
301,1064695,a,FALSE,1,1,0,0,0
302,1500148,a,FALSE,1,1,0,0,0
303,1026877,a,FALSE,1,1,0,0,0
304,1548788,a,FALSE,1,1,0,0,0
305,1254394,a,FALSE,1,1,0,0,0
306,1289974,a,FALSE,1,1,0,0,0
307,1087012,a,FALSE,1,1,0,0,0
308,1185573,a,FALSE,1,1,0,0,0
309,1223794,a,FALSE,1,1,0,0,0
310,1373952,a,FALSE,1,1,0,0,0
311,1633649,a,FALSE,1,1,0,0,0
312,1114410,a,FALSE,1,1,0,0,0
313,1491238,a,FALSE,1,1,0,0,0
314,1061571,a,FALSE,1,1,0,0,0
315,1547144,a,FALSE,1,1,0,0,0
316,1282386,a,FALSE,1,1,0,0,0
317,1252310,a,FALSE,1,1,0,0,0
318,1024092,a,FALSE,1,1,0,0,0
319,1089627,a,FALSE,1,1,0,0,0
320,901946,b,TRUE,1,1,1,1,1
321,1041287,a,FALSE,1,1,0,0,0
322,922021,b,TRUE,1,1,1,1,1
323,1309121,a,FALSE,1,1,0,0,0
324,1624567,a,FALSE,1,1,0,0,0
325,1384726,a,FALSE,1,1,0,0,0
326,1367354,a,FALSE,1,1,0,0,0
327,1231441,a,FALSE,1,1,0,0,0
328,1100888,a,FALSE,1,1,0,0,0
329,1302389,a,FALSE,1,1,0,0,0
330,1247452,a,FALSE,1,1,0,0,0
331,1608654,a,FALSE,1,1,0,0,0
332,1071865,a,FALSE,1,1,0,0,0
333,1314555,a,FALSE,1,1,0,0,0
334,1477492,a,FALSE,1,1,0,0,0
335,1470864,a,FALSE,1,1,0,0,0
336,1007217,a,FALSE,1,1,0,0,0
337,1035809,a,FALSE,1,1,0,0,0
338,1472392,a,FALSE,1,1,0,0,0
339,1118204,a,FALSE,1,1,0,0,0
340,1475451,a,FALSE,1,1,0,0,0
341,1099632,a,FALSE,1,1,0,0,0
342,1261089,a,FALSE,1,1,0,0,0
343,1070488,a,FALSE,1,1,0,0,0
344,1275888,a,FALSE,1,1,0,0,0
345,1433839,a,FALSE,1,1,0,0,0
346,1191954,a,FALSE,1,1,0,0,0
347,1068905,a,FALSE,1,1,0,0,0
348,1149997,a,FALSE,1,1,0,0,0
349,1106405,a,FALSE,1,1,0,0,0
350,1230489,a,FALSE,1,1,0,0,0
351,1133910,a,FALSE,1,1,0,0,0
352,1075417,a,FALSE,1,1,0,0,0
353,1600591,a,FALSE,1,1,0,0,0
354,1044383,a,FALSE,1,1,0,0,0
355,1583485,a,FALSE,1,1,0,0,0
356,1458334,a,FALSE,1,1,0,0,0
357,1448273,a,FALSE,1,1,0,0,0
358,1491232,a,FALSE,1,1,0,0,0
359,1153301,a,FALSE,1,1,0,0,0
360,1080071,a,FALSE,1,1,0,0,0
361,913727,b,TRUE,1,1,1,1,1
362,1334292,a,FALSE,1,1,0,0,0
363,1508231,a,FALSE,1,1,0,0,0
364,1025679,a,FALSE,1,1,0,0,0
365,1008253,a,FALSE,1,1,0,0,0
366,1558801,a,FALSE,1,1,0,0,0
367,1288422,a,FALSE,1,1,0,0,0
368,1199901,a,FALSE,1,1,0,0,0
369,1015846,a,FALSE,1,1,0,0,0
370,1469040,a,FALSE,1,1,0,0,0
371,1100881,a,FALSE,1,1,0,0,0
372,1473893,a,FALSE,1,1,0,0,0
373,1262795,a,FALSE,1,1,0,0,0
374,1058624,a,FALSE,1,1,0,0,0
375,1294269,a,FALSE,1,1,0,0,0
376,916403,b,TRUE,1,1,1,1,1
377,1031923,a,FALSE,1,1,0,0,0
378,1432319,a,FALSE,1,1,0,0,0
379,1459535,a,FALSE,1,1,0,0,0
380,1381817,a,FALSE,1,1,0,0,0
381,1097380,a,FALSE,1,1,0,0,0
382,1275658,a,FALSE,1,1,0,0,0
383,1341766,a,FALSE,1,1,0,0,0
384,1176405,a,FALSE,1,1,0,0,0
385,1017353,a,FALSE,1,1,0,0,0
386,1341940,a,FALSE,1,1,0,0,0
387,1512234,a,FALSE,1,1,0,0,0
388,1116052,a,FALSE,1,1,0,0,0
389,1425073,a,FALSE,1,1,0,0,0
390,1157007,a,FALSE,1,1,0,0,0
391,1384248,a,FALSE,1,1,0,0,0
392,1219601,a,FALSE,1,1,0,0,0
393,1603540,a,FALSE,1,1,0,0,0
394,1162673,a,FALSE,1,1,0,0,0
395,1401765,a,FALSE,1,1,0,0,0
396,1624340,a,FALSE,1,1,0,0,0
397,1008563,a,FALSE,1,1,0,0,0
398,1592277,a,FALSE,1,1,0,0,0
399,1358208,a,FALSE,1,1,0,0,0
400,1046319,a,FALSE,1,1,0,0,0
401,1081512,a,FALSE,1,1,0,0,0
402,1455029,a,FALSE,1,1,0,0,0
403,1338657,a,FALSE,1,1,0,0,0
404,1161719,a,FALSE,1,1,0,0,0
405,1459455,a,FALSE,1,1,0,0,0
406,910533,b,TRUE,1,1,1,1,1
407,1443603,a,FALSE,1,1,0,0,0
408,1168429,a,FALSE,1,1,0,0,0
409,1219224,a,FALSE,1,1,0,0,0
410,1155518,a,FALSE,1,1,0,0,0
411,1063512,a,FALSE,1,1,0,0,0
412,1365908,a,FALSE,1,1,0,0,0
413,1009723,a,FALSE,1,1,0,0,0
414,1257216,a,FALSE,1,1,0,0,0
415,1625861,a,FALSE,1,1,0,0,0
416,915142,b,TRUE,1,1,1,1,1
417,1112751,a,FALSE,1,1,0,0,0
418,1304915,a,FALSE,1,1,0,0,0
419,1483477,a,FALSE,1,1,0,0,0
420,1389980,a,FALSE,1,1,0,0,0
421,1269532,a,FALSE,1,1,0,0,0
422,1444340,a,FALSE,1,1,0,0,0
423,1580020,a,FALSE,1,1,0,0,0
424,1517715,a,FALSE,1,1,0,0,0
425,1097374,a,FALSE,1,1,0,0,0
426,1098300,a,FALSE,1,1,0,0,0
427,1385107,a,FALSE,1,1,0,0,0
428,1381222,a,FALSE,1,1,0,0,0
429,1263606,a,FALSE,1,1,0,0,0
430,1104281,a,FALSE,1,1,0,0,0
431,1178668,a,FALSE,1,1,0,0,0
432,1003028,a,FALSE,1,1,0,0,0
433,1164165,a,FALSE,1,1,0,0,0
434,1433340,a,FALSE,1,1,0,0,0
435,1581039,a,FALSE,1,1,0,0,0
436,1187889,a,FALSE,1,1,0,0,0
437,1044754,a,FALSE,1,1,0,0,0
438,1446864,a,FALSE,1,1,0,0,0
439,1079693,a,FALSE,1,1,0,0,0
440,1022553,a,FALSE,1,1,0,0,0
441,1194964,a,FALSE,1,1,0,0,0
442,1084058,a,FALSE,1,1,0,0,0
443,1625479,a,FALSE,1,1,0,0,0
444,1023973,a,FALSE,1,1,0,0,0
445,1035120,a,FALSE,1,1,0,0,0
446,1566151,a,FALSE,1,1,0,0,0
447,1136220,a,FALSE,1,1,0,0,0
448,920834,b,TRUE,1,1,1,1,1
449,1614805,a,FALSE,1,1,0,0,0
450,1550241,a,FALSE,1,1,0,0,0
451,900493,b,TRUE,1,1,1,1,1
452,1617490,a,FALSE,1,1,0,0,0
453,1260692,a,FALSE,1,1,0,0,0
454,1423066,a,FALSE,1,1,0,0,0
455,1425692,a,FALSE,1,1,0,0,0
456,1225350,a,FALSE,1,1,0,0,0
457,1143107,a,FALSE,1,1,0,0,0
458,1003640,a,FALSE,1,1,0,0,0
459,1555454,a,FALSE,1,1,0,0,0
460,1309202,a,FALSE,1,1,0,0,0
461,1561978,a,FALSE,1,1,0,0,0
462,1061847,a,FALSE,1,1,0,0,0
463,1194133,a,FALSE,1,1,0,0,0
464,1342560,a,FALSE,1,1,0,0,0
465,1220006,a,FALSE,1,1,0,0,0
466,1065831,a,FALSE,1,1,0,0,0
467,1121183,a,FALSE,1,1,0,0,0
468,1097086,a,FALSE,1,1,0,0,0
469,1105468,a,FALSE,1,1,0,0,0
470,1533765,a,FALSE,1,1,0,0,0
471,1018653,a,FALSE,1,1,0,0,0
472,1556851,a,FALSE,1,1,0,0,0
473,908642,b,TRUE,1,1,1,1,1
474,1072226,a,FALSE,1,1,0,0,0
475,1123905,a,FALSE,1,1,0,0,0
476,1023641,a,FALSE,1,1,0,0,0
477,1605560,a,FALSE,1,1,0,0,0
478,1095240,a,FALSE,1,1,0,0,0
479,1005150,a,FALSE,1,1,0,0,0
480,1400474,a,FALSE,1,1,0,0,0
481,1393143,a,FALSE,1,1,0,0,0
482,1217013,a,FALSE,1,1,0,0,0
483,1476463,a,FALSE,1,1,0,0,0
484,1355522,a,FALSE,1,1,0,0,0
485,1201169,a,FALSE,1,1,0,0,0
486,1402229,a,FALSE,1,1,0,0,0
487,915758,b,TRUE,1,1,1,1,1
488,1595580,a,FALSE,1,1,0,0,0
489,1464258,a,FALSE,1,1,0,0,0
490,1178556,a,FALSE,1,1,0,0,0
491,1572501,a,FALSE,1,1,0,0,0
492,1273688,a,FALSE,1,1,0,0,0
493,1203642,a,FALSE,1,1,0,0,0
494,1385156,a,FALSE,1,1,0,0,0
495,1149787,a,FALSE,1,1,0,0,0
496,1413715,a,FALSE,1,1,0,0,0
497,1137342,a,FALSE,1,1,0,0,0
498,1058565,a,FALSE,1,1,0,0,0
499,1518100,a,FALSE,1,1,0,0,0
500,1124542,a,FALSE,1,1,0,0,0
501,1275160,a,FALSE,1,1,0,0,0
502,1066112,a,FALSE,1,1,0,0,0
503,1405259,a,FALSE,1,1,0,0,0
504,1633287,a,FALSE,1,1,0,0,0
505,1194494,a,FALSE,1,1,0,0,0
506,1086307,a,FALSE,1,1,0,0,0
507,1275661,a,FALSE,1,1,0,0,0
508,1169878,a,FALSE,1,1,0,0,0
509,1651569,a,FALSE,1,1,0,0,0
510,1315752,a,FALSE,1,1,0,0,0
511,1507801,a,FALSE,1,1,0,0,0
512,1069326,a,FALSE,1,1,0,0,0
513,1380459,a,FALSE,1,1,0,0,0
514,1519909,a,FALSE,1,1,0,0,0
515,1225435,a,FALSE,1,1,0,0,0
516,1167383,a,FALSE,1,1,0,0,0
517,1209137,a,FALSE,1,1,0,0,0
518,1183969,a,FALSE,1,1,0,0,0
519,1058582,a,FALSE,1,1,0,0,0
520,1567155,a,FALSE,1,1,0,0,0
521,1548830,a,FALSE,1,1,0,0,0
522,1573270,a,FALSE,1,1,0,0,0
523,1305699,a,FALSE,1,1,0,0,0
524,1118315,a,FALSE,1,1,0,0,0
525,1154515,a,FALSE,1,1,0,0,0
526,1005404,a,FALSE,1,1,0,0,0
527,1604043,a,FALSE,1,1,0,0,0
528,1463981,a,FALSE,1,1,0,0,0
529,1439612,a,FALSE,1,1,0,0,0
530,1476984,a,FALSE,1,1,0,0,0
531,1011091,a,FALSE,1,1,0,0,0
532,1032838,a,FALSE,1,1,0,0,0
533,1413810,a,FALSE,1,1,0,0,0
534,1469471,a,FALSE,1,1,0,0,0
535,1530846,a,FALSE,1,1,0,0,0
536,1152757,a,FALSE,1,1,0,0,0
537,1092653,a,FALSE,1,1,0,0,0
538,1325854,a,FALSE,1,1,0,0,0
539,1282638,a,FALSE,1,1,0,0,0
540,1459735,a,FALSE,1,1,0,0,0
541,1198198,a,FALSE,1,1,0,0,0
542,1047552,a,FALSE,1,1,0,0,0
543,1025723,a,FALSE,1,1,0,0,0
544,1546516,a,FALSE,1,1,0,0,0
545,1441954,a,FALSE,1,1,0,0,0
546,1081704,a,FALSE,1,1,0,0,0
547,1266552,a,FALSE,1,1,0,0,0
548,1443607,a,FALSE,1,1,0,0,0
549,906508,b,TRUE,1,1,1,1,1
550,1013799,a,FALSE,1,1,0,0,0
551,1006459,a,FALSE,1,1,0,0,0
552,1456006,a,FALSE,1,1,0,0,0
553,1060364,a,FALSE,1,1,0,0,0
554,1274014,a,FALSE,1,1,0,0,0
555,1357807,a,FALSE,1,1,0,0,0
556,1109131,a,FALSE,1,1,0,0,0
557,1278368,a,FALSE,1,1,0,0,0
558,1491353,a,FALSE,1,1,0,0,0
559,1019520,a,FALSE,1,1,0,0,0
560,1340450,a,FALSE,1,1,0,0,0
561,1204703,a,FALSE,1,1,0,0,0
562,1317443,a,FALSE,1,1,0,0,0
563,1187493,a,FALSE,1,1,0,0,0
564,1434729,a,FALSE,1,1,0,0,0
565,1574422,a,FALSE,1,1,0,0,0
566,1030787,a,FALSE,1,1,0,0,0
567,1632916,a,FALSE,1,1,0,0,0
568,900840,b,TRUE,1,1,1,1,1
569,1246394,a,FALSE,1,1,0,0,0
570,1136931,a,FALSE,1,1,0,0,0
571,1019748,a,FALSE,1,1,0,0,0
572,1302478,a,FALSE,1,1,0,0,0
573,1267178,a,FALSE,1,1,0,0,0
574,1180529,a,FALSE,1,1,0,0,0
575,1348391,a,FALSE,1,1,0,0,0
576,1409800,a,FALSE,1,1,0,0,0
577,1248364,a,FALSE,1,1,0,0,0
578,1649502,a,FALSE,1,1,0,0,0
579,1094284,a,FALSE,1,1,0,0,0
580,1010839,a,FALSE,1,1,0,0,0
581,903040,b,TRUE,1,1,1,1,1
582,1520223,a,FALSE,1,1,0,0,0
583,1588547,a,FALSE,1,1,0,0,0
584,1034891,a,FALSE,1,1,0,0,0
585,1491528,a,FALSE,1,1,0,0,0
586,1455437,a,FALSE,1,1,0,0,0
587,1472400,a,FALSE,1,1,0,0,0
588,1341160,a,FALSE,1,1,0,0,0
589,1013777,a,FALSE,1,1,0,0,0
590,1017319,a,FALSE,1,1,0,0,0
591,1423312,a,FALSE,1,1,0,0,0
592,1015047,a,FALSE,1,1,0,0,0
593,1550332,a,FALSE,1,1,0,0,0
594,1042589,a,FALSE,1,1,0,0,0
595,1030768,a,FALSE,1,1,0,0,0
596,1076965,a,FALSE,1,1,0,0,0
597,1533198,a,FALSE,1,1,0,0,0
598,1085678,a,FALSE,1,1,0,0,0
599,1376197,a,FALSE,1,1,0,0,0
600,1382343,a,FALSE,1,1,0,0,0
601,1157450,a,FALSE,1,1,0,0,0
602,1565639,a,FALSE,1,1,0,0,0
603,1080116,a,FALSE,1,1,0,0,0
604,1549151,a,FALSE,1,1,0,0,0
605,1081786,a,FALSE,1,1,0,0,0
606,1033018,a,FALSE,1,1,0,0,0
